customer_key,full_name,first_name,last_name,email_address,gender,education,occupation,yearly_income,total_children,country,state,city
14210,Jenny Tang,Jenny,Tang,jenny27@adventure-works.com,F,Bachelors,Professional,80000,0,Australia,Victoria,South Melbourne
14211,Emma Bradley,Emma,Bradley,emma31@adventure-works.com,F,Bachelors,Professional,70000,0,Australia,Queensland,Gold Coast
14212,Erick Madan,Erick,Madan,erick7@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,New South Wales,Darlinghurst
14213,Autumn Guo,Autumn,Guo,autumn17@adventure-works.com,F,Bachelors,Professional,80000,0,Australia,New South Wales,Milsons Point
14214,Robyn Munoz,Robyn,Munoz,robyn5@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,New South Wales,Malabar
14215,Stacey Yang,Stacey,Yang,stacey5@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,South Australia,Cloverdale
14216,Edwin Zheng,Edwin,Zheng,edwin20@adventure-works.com,M,Bachelors,Professional,70000,0,Australia,Victoria,Seaford
14217,Terrance Lopez,Terrance,Lopez,terrance14@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,New South Wales,Coffs Harbour
14218,Karl Kumar,Karl,Kumar,karl8@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,Victoria,Sunbury
14219,Christy Ye,Christy,Ye,christy9@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,New South Wales,North Sydney
14220,Latasha Romero,Latasha,Romero,latasha9@adventure-works.com,F,High School,Management,100000,0,Australia,New South Wales,Lane Cove
14221,Glenn Zhao,Glenn,Zhao,glenn11@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,New South Wales,St. Leonards
14222,Dawn Zhang,Dawn,Zhang,dawn1@adventure-works.com,F,Bachelors,Professional,80000,0,Australia,New South Wales,Darlinghurst
14223,Larry Rubio,Larry,Rubio,larry23@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,Tasmania,Hobart
14224,Tamara She,Tamara,She,tamara12@adventure-works.com,F,Partial College,Management,110000,0,Australia,New South Wales,Lane Cove
14225,Alisha Chen,Alisha,Chen,alisha2@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,Queensland,Hawthorne
14226,Heidi Mehta,Heidi,Mehta,heidi16@adventure-works.com,F,Bachelors,Professional,90000,0,Australia,New South Wales,Lavender Bay
14227,Alison Xu,Alison,Xu,alison4@adventure-works.com,F,High School,Management,100000,0,Australia,New South Wales,Milsons Point
14228,Arturo Raje,Arturo,Raje,arturo39@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,Victoria,Melbourne
14229,Allen Perez,Allen,Perez,allen19@adventure-works.com,M,Bachelors,Professional,80000,0,Australia,Victoria,Geelong
14230,Luis Coleman,Luis,Coleman,luis4@adventure-works.com,M,Bachelors,Professional,90000,0,Australia,Queensland,Townsville
14231,Kari Sai,Kari,Sai,kari7@adventure-works.com,F,Partial High School,Professional,120000,0,Australia,South Australia,Findon
14232,Omar Huang,Omar,Huang,omar6@adventure-works.com,M,High School,Management,100000,0,Australia,Queensland,Rockhampton
14233,Ricardo She,Ricardo,She,ricardo0@adventure-works.com,M,High School,Management,100000,0,Australia,New South Wales,Malabar
14234,Gina Romero,Gina,Romero,gina9@adventure-works.com,F,High School,Management,100000,0,Australia,South Australia,Perth
14235,Larry Alvarez,Larry,Alvarez,larry6@adventure-works.com,M,Partial High School,Professional,100000,0,Australia,New South Wales,Wollongong
14236,Abigail Richardson,Abigail,Richardson,abigail14@adventure-works.com,F,High School,Management,110000,0,Australia,Victoria,Melbourne
14237,Kate Andersen,Kate,Andersen,kate10@adventure-works.com,F,Partial High School,Professional,120000,0,Australia,South Australia,Cloverdale
14238,Jay Gonzalez,Jay,Gonzalez,jay25@adventure-works.com,M,Partial High School,Professional,120000,0,Australia,New South Wales,Wollongong
14239,Maria Peterson,Maria,Peterson,maria17@adventure-works.com,F,Bachelors,Management,70000,5,United States,California,Lakewood
14240,Caroline Foster,Caroline,Foster,caroline17@adventure-works.com,F,Bachelors,Management,80000,4,United States,Washington,Kirkland
14241,Grace Wood,Grace,Wood,grace49@adventure-works.com,F,Graduate Degree,Management,110000,2,United States,California,Coronado
14242,Rafael Ye,Rafael,Ye,rafael10@adventure-works.com,M,Bachelors,Management,70000,5,United States,Washington,Bremerton
14243,Gregory Winston,Gregory,Winston,gregory27@adventure-works.com,F,Bachelors,Management,90000,5,United States,Oregon,Oregon City
14244,Jennifer Griffin,Jennifer,Griffin,jennifer94@adventure-works.com,F,Bachelors,Management,90000,5,Canada,British Columbia,Metchosin
14245,Ana Russell,Ana,Russell,ana18@adventure-works.com,F,Bachelors,Management,90000,5,United States,Oregon,Woodburn
14246,Devin Garcia,Devin,Garcia,devin15@adventure-works.com,M,Bachelors,Management,90000,5,United States,California,Glendale
14247,Hunter Allen,Hunter,Allen,hunter57@adventure-works.com,M,Bachelors,Management,90000,5,United States,Washington,Spokane
14248,Misty Tang,Misty,Tang,misty5@adventure-works.com,F,Graduate Degree,Management,100000,2,United States,California,Bellflower
14249,Eduardo Thomas,Eduardo,Thomas,eduardo9@adventure-works.com,M,Graduate Degree,Management,110000,2,United States,California,National City
14250,Adam Collins,Adam,Collins,adam32@adventure-works.com,M,Bachelors,Management,130000,2,United States,California,Concord
14251,Alex Brooks,Alex,Brooks,alex4@adventure-works.com,M,Graduate Degree,Management,170000,2,United States,California,Santa Cruz
14252,Destiny Cook,Destiny,Cook,destiny28@adventure-works.com,F,Graduate Degree,Management,100000,2,United States,Oregon,Portland
14253,Eduardo Scott,Eduardo,Scott,eduardo29@adventure-works.com,M,Bachelors,Management,110000,2,United States,California,Burbank
14254,Tabitha Gill,Tabitha,Gill,tabitha34@adventure-works.com,F,Bachelors,Management,110000,2,United States,California,Bellflower
14255,Jonathan Jackson,Jonathan,Jackson,jonathan65@adventure-works.com,M,Bachelors,Management,110000,2,United States,Washington,Edmonds
14256,Elizabeth Robinson,Elizabeth,Robinson,elizabeth22@adventure-works.com,F,Graduate Degree,Management,170000,2,United States,Washington,Lynnwood
14257,James Carter,James,Carter,james60@adventure-works.com,M,Graduate Degree,Management,170000,2,United States,California,National City
14258,Haley Foster,Haley,Foster,haley35@adventure-works.com,F,Bachelors,Management,70000,4,United States,California,San Carlos
14259,Antonio Flores,Antonio,Flores,antonio12@adventure-works.com,M,Partial College,Skilled Manual,40000,3,Australia,Victoria,Melton
14260,Frank Ruiz,Frank,Ruiz,frank32@adventure-works.com,M,Partial College,Skilled Manual,40000,3,Australia,Victoria,Warrnambool
14261,Meredith Subram,Meredith,Subram,meredith12@adventure-works.com,F,Graduate Degree,Management,70000,2,Australia,New South Wales,Rhodes
14262,Jon He,Jon,He,jon39@adventure-works.com,M,Graduate Degree,Management,70000,2,Australia,New South Wales,Port Macquarie
14263,Nina Lal,Nina,Lal,nina9@adventure-works.com,F,Partial College,Skilled Manual,80000,2,Australia,New South Wales,Silverwater
14264,Karl Lal,Karl,Lal,karl9@adventure-works.com,M,Partial College,Skilled Manual,80000,2,Australia,Victoria,Seaford
14265,Garrett Bell,Garrett,Bell,garrett18@adventure-works.com,M,Partial College,Skilled Manual,30000,0,Canada,British Columbia,Shawnee
14266,Cory Patel,Cory,Patel,cory1@adventure-works.com,M,Partial College,Skilled Manual,30000,0,United States,Washington,Bellingham
14267,Lauren Wood,Lauren,Wood,lauren49@adventure-works.com,F,Partial College,Skilled Manual,30000,0,United States,Oregon,Corvallis
14268,Isabella Roberts,Isabella,Roberts,isabella43@adventure-works.com,F,High School,Skilled Manual,30000,0,United States,California,Beverly Hills
14269,Tony She,Tony,She,tony3@adventure-works.com,M,High School,Skilled Manual,30000,0,United States,California,Beverly Hills
14270,James Ross,James,Ross,james19@adventure-works.com,M,Partial College,Skilled Manual,60000,0,United States,California,La Jolla
14271,Lucas Wright,Lucas,Wright,lucas43@adventure-works.com,M,High School,Skilled Manual,30000,0,United States,Washington,Spokane
14272,Sydney Ward,Sydney,Ward,sydney13@adventure-works.com,F,High School,Skilled Manual,30000,0,United States,Washington,Puyallup
14273,Angel Parker,Angel,Parker,angel21@adventure-works.com,M,Partial College,Skilled Manual,60000,0,United States,California,San Gabriel
14274,Edward Williams,Edward,Williams,edward24@adventure-works.com,M,Partial College,Professional,60000,0,Canada,British Columbia,Royal Oak
14275,Arthur Prasad,Arthur,Prasad,arthur11@adventure-works.com,M,High School,Skilled Manual,80000,2,Australia,South Australia,Findon
14276,Melody Suarez,Melody,Suarez,melody19@adventure-works.com,F,High School,Skilled Manual,80000,2,Australia,Queensland,Townsville
14277,Jerry She,Jerry,She,jerry0@adventure-works.com,M,High School,Skilled Manual,70000,2,Australia,Queensland,Rockhampton
14278,Olivia Sanchez,Olivia,Sanchez,olivia25@adventure-works.com,F,Graduate Degree,Management,130000,0,Australia,Victoria,Melbourne
14279,Taylor Barnes,Taylor,Barnes,taylor28@adventure-works.com,F,Graduate Degree,Management,130000,0,Australia,Victoria,Warrnambool
14280,Isaac Oliver,Isaac,Oliver,isaac31@adventure-works.com,M,Bachelors,Management,80000,0,United States,Washington,Bremerton
14281,Daniel Wilson,Daniel,Wilson,daniel25@adventure-works.com,M,Bachelors,Management,80000,0,Canada,British Columbia,Vancouver
14282,Brianna Lewis,Brianna,Lewis,brianna20@adventure-works.com,F,High School,Professional,30000,0,Canada,British Columbia,Newton
14283,Seth Simmons,Seth,Simmons,seth63@adventure-works.com,M,Partial College,Professional,60000,0,United States,Oregon,Lake Oswego
14284,Wyatt Anderson,Wyatt,Anderson,wyatt10@adventure-works.com,M,Partial College,Professional,60000,0,United States,Washington,Sedro Woolley
14285,Taylor Hughes,Taylor,Hughes,taylor36@adventure-works.com,F,Partial College,Professional,60000,0,United States,California,Burlingame
14286,Kristine Hernandez,Kristine,Hernandez,kristine5@adventure-works.com,F,Bachelors,Management,120000,1,Australia,New South Wales,Newcastle
14287,Derek Xie,Derek,Xie,derek3@adventure-works.com,M,Graduate Degree,Management,150000,0,Australia,New South Wales,Port Macquarie
14288,Christina Ramirez,Christina,Ramirez,christina5@adventure-works.com,F,Graduate Degree,Management,130000,0,United States,California,El Cajon
14289,Jessica Martinez,Jessica,Martinez,jessica65@adventure-works.com,F,Bachelors,Management,150000,0,United States,California,Santa Cruz
14290,Jonathan Wilson,Jonathan,Wilson,jonathan57@adventure-works.com,M,Partial High School,Skilled Manual,70000,2,United States,Oregon,Corvallis
14291,Tyler White,Tyler,White,tyler1@adventure-works.com,M,Partial High School,Skilled Manual,70000,2,Canada,British Columbia,Oak Bay
14292,Isabella Ross,Isabella,Ross,isabella15@adventure-works.com,F,Partial High School,Skilled Manual,70000,2,United States,California,Concord
14293,Kyle Campbell,Kyle,Campbell,kyle37@adventure-works.com,M,High School,Professional,60000,2,United States,California,Daly City
14294,Steven Gray,Steven,Gray,steven16@adventure-works.com,M,High School,Professional,60000,2,United States,California,El Cajon
14295,Hannah Thomas,Hannah,Thomas,hannah10@adventure-works.com,F,High School,Professional,60000,2,United States,California,West Covina
14296,Benjamin Russell,Benjamin,Russell,benjamin21@adventure-works.com,M,High School,Professional,60000,2,United States,Oregon,Beaverton
14297,Kristin Raji,Kristin,Raji,kristin18@adventure-works.com,F,Partial College,Professional,70000,3,United States,California,Bellflower
14298,Kaitlyn Jenkins,Kaitlyn,Jenkins,kaitlyn74@adventure-works.com,F,Partial College,Professional,70000,3,United States,California,Los Angeles
14299,Jermaine Chandra,Jermaine,Chandra,jermaine1@adventure-works.com,M,Bachelors,Professional,90000,2,Australia,New South Wales,Goulburn
14300,Colin He,Colin,He,colin19@adventure-works.com,M,Bachelors,Professional,90000,4,Australia,Victoria,Seaford
14301,Ruben Vazquez,Ruben,Vazquez,ruben38@adventure-works.com,M,Partial College,Skilled Manual,70000,1,Australia,New South Wales,Port Macquarie
14302,April Beck,April,Beck,april16@adventure-works.com,F,Partial College,Skilled Manual,70000,1,Australia,Queensland,Brisbane
14303,Briana Ramos,Briana,Ramos,briana14@adventure-works.com,F,Bachelors,Professional,60000,1,Australia,New South Wales,Port Macquarie
14304,Jacquelyn Jimenez,Jacquelyn,Jimenez,jacquelyn5@adventure-works.com,F,Bachelors,Professional,60000,1,Australia,Victoria,Melbourne
14305,Brendan Shen,Brendan,Shen,brendan2@adventure-works.com,M,Bachelors,Professional,60000,1,Australia,New South Wales,Goulburn
14306,Byron Ramos,Byron,Ramos,byron11@adventure-works.com,M,Partial College,Skilled Manual,60000,1,Australia,Tasmania,Hobart
14307,Ross Perez,Ross,Perez,ross20@adventure-works.com,M,Partial College,Skilled Manual,60000,1,Australia,New South Wales,Darlinghurst
14308,Marie Ramos,Marie,Ramos,marie41@adventure-works.com,F,Bachelors,Professional,100000,0,Australia,New South Wales,Lane Cove
14309,Orlando Sanz,Orlando,Sanz,orlando20@adventure-works.com,M,Graduate Degree,Management,110000,0,Australia,South Australia,Perth
14310,Jon Zeng,Jon,Zeng,jon42@adventure-works.com,M,Graduate Degree,Management,110000,0,Australia,New South Wales,Rhodes
14311,Erik Alvarez,Erik,Alvarez,erik6@adventure-works.com,M,Graduate Degree,Management,110000,0,Australia,New South Wales,Sydney
14312,Claudia Lin,Claudia,Lin,claudia6@adventure-works.com,F,Partial College,Skilled Manual,60000,1,Australia,Queensland,Caloundra
14313,Christian Smith,Christian,Smith,christian30@adventure-works.com,M,Partial College,Skilled Manual,60000,1,Australia,New South Wales,Port Macquarie
14314,Katherine Cooper,Katherine,Cooper,katherine12@adventure-works.com,F,Bachelors,Professional,80000,5,Australia,Tasmania,Hobart
14315,Carl Chander,Carl,Chander,carl15@adventure-works.com,M,Bachelors,Professional,70000,0,Australia,Queensland,Townsville
14316,Leonard Anand,Leonard,Anand,leonard24@adventure-works.com,M,Partial College,Skilled Manual,60000,1,Australia,New South Wales,Coffs Harbour
14317,Steve Liang,Steve,Liang,steve19@adventure-works.com,M,Bachelors,Professional,70000,5,Australia,New South Wales,Lavender Bay
14318,Seth Rogers,Seth,Rogers,seth90@adventure-works.com,M,Partial College,Skilled Manual,70000,5,Australia,Queensland,Rockhampton
14319,Renee Sanz,Renee,Sanz,renee18@adventure-works.com,F,Partial College,Skilled Manual,70000,5,Australia,Victoria,Warrnambool
14320,Amy Hu,Amy,Hu,amy27@adventure-works.com,F,Partial College,Skilled Manual,70000,5,Australia,South Australia,Perth
14321,Jackson Evans,Jackson,Evans,jackson30@adventure-works.com,M,Bachelors,Professional,80000,5,Australia,Victoria,Sunbury
14322,Sydney Thomas,Sydney,Thomas,sydney74@adventure-works.com,F,Bachelors,Management,90000,2,Australia,New South Wales,Coffs Harbour
14323,Colin Tang,Colin,Tang,colin27@adventure-works.com,M,Partial College,Skilled Manual,70000,1,Australia,New South Wales,Rhodes
14324,Jessie Alvarez,Jessie,Alvarez,jessie2@adventure-works.com,F,Partial College,Skilled Manual,70000,1,Australia,Victoria,South Melbourne
14325,Crystal Li,Crystal,Li,crystal5@adventure-works.com,F,Partial College,Skilled Manual,70000,1,Australia,Victoria,Melbourne
14326,Joe Perez,Joe,Perez,joe23@adventure-works.com,M,Partial College,Skilled Manual,70000,1,Australia,Queensland,Townsville
14327,Kyle Butler,Kyle,Butler,kyle9@adventure-works.com,M,High School,Skilled Manual,30000,0,United States,California,Downey
14328,Andrea Rogers,Andrea,Rogers,andrea19@adventure-works.com,F,High School,Skilled Manual,30000,0,Canada,British Columbia,Shawnee
14329,Holly Sanchez,Holly,Sanchez,holly18@adventure-works.com,F,High School,Skilled Manual,30000,0,United States,California,Burbank
14330,Matthew Harris,Matthew,Harris,matthew19@adventure-works.com,M,High School,Skilled Manual,40000,0,Canada,British Columbia,Sooke
14331,Timothy Murphy,Timothy,Murphy,timothy16@adventure-works.com,M,High School,Skilled Manual,30000,0,United States,Oregon,Milwaukie
14332,Jade Rogers,Jade,Rogers,jade15@adventure-works.com,F,High School,Skilled Manual,30000,0,Canada,British Columbia,N. Vancouver
14333,Bobby Suri,Bobby,Suri,bobby2@adventure-works.com,M,Partial High School,Clerical,30000,0,United States,Washington,Bremerton
14334,Patrick Murphy,Patrick,Murphy,patrick20@adventure-works.com,M,High School,Skilled Manual,40000,0,United States,Washington,Walla Walla
14335,Allison Cox,Allison,Cox,allison9@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Washington,Walla Walla
14336,Gabriel Baker,Gabriel,Baker,gabriel38@adventure-works.com,M,High School,Skilled Manual,40000,0,United States,Oregon,Beaverton
14337,Olivia Coleman,Olivia,Coleman,olivia51@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Oregon,Oregon City
14338,Natalie Taylor,Natalie,Taylor,natalie76@adventure-works.com,F,High School,Skilled Manual,40000,0,Canada,British Columbia,Cliffside
14339,Brandy Suri,Brandy,Suri,brandy18@adventure-works.com,F,Partial High School,Clerical,30000,0,United States,California,Bellflower
14340,Miranda Butler,Miranda,Butler,miranda14@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Oregon,Salem
14341,Sean Sanders,Sean,Sanders,sean10@adventure-works.com,M,Partial High School,Clerical,30000,0,Canada,British Columbia,Langley
14342,Beth Ruiz,Beth,Ruiz,beth4@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Washington,Ballard
14343,Xavier Turner,Xavier,Turner,xavier37@adventure-works.com,M,High School,Skilled Manual,40000,0,United States,Oregon,Corvallis
14344,Kurt Xie,Kurt,Xie,kurt2@adventure-works.com,M,Partial College,Clerical,30000,2,Australia,Queensland,Gold Coast
14345,Kristi Rodriguez,Kristi,Rodriguez,kristi37@adventure-works.com,F,Bachelors,Management,40000,2,Australia,Victoria,Bendigo
14346,Evelyn Perez,Evelyn,Perez,evelyn21@adventure-works.com,F,Bachelors,Management,40000,2,Australia,New South Wales,Goulburn
14347,Tara Goel,Tara,Goel,tara20@adventure-works.com,F,Bachelors,Management,40000,2,Australia,New South Wales,Malabar
14348,Alex Scott,Alex,Scott,alex44@adventure-works.com,M,Graduate Degree,Management,60000,2,Australia,New South Wales,Port Macquarie
14349,Nicole Griffin,Nicole,Griffin,nicole70@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Oregon,Oregon City
14350,Emily Moore,Emily,Moore,emily8@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Oregon,Portland
14351,Riley Gray,Riley,Gray,riley25@adventure-works.com,F,Partial College,Skilled Manual,40000,0,United States,California,Berkeley
14352,Melissa Butler,Melissa,Butler,melissa9@adventure-works.com,F,High School,Skilled Manual,40000,0,United States,Washington,Lynnwood
14353,Erin Reed,Erin,Reed,erin24@adventure-works.com,F,High School,Skilled Manual,40000,0,Canada,British Columbia,Vancouver
14354,Seth Green,Seth,Green,seth32@adventure-works.com,M,Partial College,Skilled Manual,30000,0,United States,California,San Carlos
14355,Ian King,Ian,King,ian25@adventure-works.com,M,Partial College,Skilled Manual,60000,0,United States,Oregon,Lebanon
14356,Isabella Baker,Isabella,Baker,isabella47@adventure-works.com,F,Bachelors,Management,100000,0,United States,California,San Gabriel
14357,Dalton Collins,Dalton,Collins,dalton45@adventure-works.com,M,Bachelors,Management,100000,1,United States,California,Santa Cruz
14358,Amanda Watson,Amanda,Watson,amanda18@adventure-works.com,F,Bachelors,Management,100000,1,United States,Washington,Kirkland
14359,Eduardo Henderson,Eduardo,Henderson,eduardo49@adventure-works.com,M,Bachelors,Management,90000,4,Canada,British Columbia,Metchosin
14360,Samantha Patterson,Samantha,Patterson,samantha36@adventure-works.com,F,Graduate Degree,Skilled Manual,60000,4,United States,California,Mill Valley
14361,Franklin Raje,Franklin,Raje,franklin31@adventure-works.com,M,Graduate Degree,Skilled Manual,60000,4,United States,Washington,Bremerton
14362,Roberto Gill,Roberto,Gill,roberto14@adventure-works.com,M,Partial College,Clerical,40000,4,United States,Oregon,Beaverton
14363,Natalie Long,Natalie,Long,natalie32@adventure-works.com,F,Graduate Degree,Skilled Manual,50000,0,Canada,British Columbia,Westminster
14364,Mario Rai,Mario,Rai,mario16@adventure-works.com,M,Graduate Degree,Skilled Manual,50000,1,United States,California,Berkeley
14365,Evan Ward,Evan,Ward,evan13@adventure-works.com,M,Graduate Degree,Skilled Manual,50000,1,United States,California,Long Beach
14366,Anna Brooks,Anna,Brooks,anna23@adventure-works.com,F,Graduate Degree,Skilled Manual,60000,1,United States,Washington,Marysville
14367,Courtney Green,Courtney,Green,courtney11@adventure-works.com,F,Graduate Degree,Skilled Manual,60000,1,United States,Oregon,Milwaukie
14368,Richard Thompson,Richard,Thompson,richard9@adventure-works.com,M,Graduate Degree,Skilled Manual,60000,1,United States,California,Concord
14369,Devin Sanchez,Devin,Sanchez,devin83@adventure-works.com,M,Graduate Degree,Skilled Manual,60000,1,United States,Oregon,Oregon City
14370,Meghan Dominguez,Meghan,Dominguez,meghan12@adventure-works.com,F,Graduate Degree,Skilled Manual,40000,1,Canada,British Columbia,Burnaby
14371,Jeremiah Lewis,Jeremiah,Lewis,jeremiah9@adventure-works.com,M,Graduate Degree,Skilled Manual,40000,1,Canada,British Columbia,Sooke
14372,Kaitlyn Washington,Kaitlyn,Washington,kaitlyn80@adventure-works.com,F,Graduate Degree,Skilled Manual,60000,1,United States,Washington,Port Orchard
14373,Ricardo Jai,Ricardo,Jai,ricardo11@adventure-works.com,M,Graduate Degree,Skilled Manual,60000,1,United States,California,Burlingame
14374,David Yang,David,Yang,david59@adventure-works.com,M,Graduate Degree,Professional,70000,1,United States,California,National City
14375,Alexandra Moore,Alexandra,Moore,alexandra71@adventure-works.com,F,Bachelors,Skilled Manual,50000,1,United States,Washington,Walla Walla
14376,Faith Torres,Faith,Torres,faith25@adventure-works.com,F,Bachelors,Management,70000,4,United States,Washington,Everett
14377,Paula Ruiz,Paula,Ruiz,paula4@adventure-works.com,F,Bachelors,Management,70000,4,United States,Washington,Bellingham
14378,Cory Mehta,Cory,Mehta,cory12@adventure-works.com,M,Graduate Degree,Management,60000,4,United States,California,Burlingame
14379,Richard Foster,Richard,Foster,richard71@adventure-works.com,M,Graduate Degree,Management,60000,4,United States,California,Fremont
14380,Kaylee Watson,Kaylee,Watson,kaylee6@adventure-works.com,F,Bachelors,Management,70000,5,United States,Oregon,Lebanon
14381,Alexa Cooper,Alexa,Cooper,alexa16@adventure-works.com,F,Bachelors,Management,70000,5,United States,Oregon,Corvallis
14382,Darren Blanco,Darren,Blanco,darren38@adventure-works.com,M,Bachelors,Management,70000,5,United States,California,Berkeley
14383,Marvin Ferrier,Marvin,Ferrier,marvin9@adventure-works.com,M,Bachelors,Management,70000,5,United States,California,Concord
14384,Rachel Miller,Rachel,Miller,rachel8@adventure-works.com,F,Bachelors,Management,60000,4,United States,Washington,Sedro Woolley
14385,Maria Hall,Maria,Hall,maria64@adventure-works.com,F,Bachelors,Management,60000,4,United States,Oregon,Lebanon
14386,Marissa Wood,Marissa,Wood,marissa0@adventure-works.com,F,Bachelors,Management,60000,5,United States,California,Glendale
14387,Brittany Hughes,Brittany,Hughes,brittany10@adventure-works.com,F,Bachelors,Management,60000,5,Canada,British Columbia,Langley
14388,Kaylee Rogers,Kaylee,Rogers,kaylee16@adventure-works.com,F,Bachelors,Management,70000,5,United States,California,National City
14389,Ryan Harris,Ryan,Harris,ryan36@adventure-works.com,M,Bachelors,Management,60000,2,United States,California,Downey
14390,Logan Kumar,Logan,Kumar,logan1@adventure-works.com,M,Bachelors,Management,60000,2,United States,California,Santa Monica
14391,Jason Long,Jason,Long,jason7@adventure-works.com,M,Bachelors,Management,70000,4,United States,Washington,Sedro Woolley
14392,Justin Jackson,Justin,Jackson,justin31@adventure-works.com,M,Bachelors,Management,70000,4,United States,Washington,Yakima
14393,José Perez,José,Perez,josé41@adventure-works.com,M,Bachelors,Management,70000,4,United States,Oregon,Corvallis
14394,Jacob Rodriguez,Jacob,Rodriguez,jacob16@adventure-works.com,M,Bachelors,Management,70000,4,United States,Washington,Bellingham
14395,Devin Reed,Devin,Reed,devin85@adventure-works.com,M,Bachelors,Management,70000,4,United States,California,Grossmont
14396,Zoe Sanchez,Zoe,Sanchez,zoe22@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Olympia
14397,Sierra Edwards,Sierra,Edwards,sierra1@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Port Orchard
14398,James Anderson,James,Anderson,james82@adventure-works.com,M,Partial College,Professional,60000,2,United States,Washington,Spokane
14399,Jeremy Peterson,Jeremy,Peterson,jeremy35@adventure-works.com,M,Bachelors,Management,60000,2,United States,California,San Diego
14400,Brandon Brown,Brandon,Brown,brandon42@adventure-works.com,M,Bachelors,Management,70000,4,United States,California,San Francisco
14401,Jose Kumar,Jose,Kumar,jose22@adventure-works.com,M,Partial College,Professional,60000,2,United States,Oregon,Salem
14402,Hailey Parker,Hailey,Parker,hailey50@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Tacoma
14403,Angelica Russell,Angelica,Russell,angelica19@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Bellflower
14404,Rachel Davis,Rachel,Davis,rachel7@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Ballard
14405,Dylan Walker,Dylan,Walker,dylan53@adventure-works.com,M,Partial College,Professional,60000,2,United States,Washington,Bellingham
14406,Carrie Schmidt,Carrie,Schmidt,carrie17@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Berkeley
14407,Thomas Bryant,Thomas,Bryant,thomas20@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Coronado
14408,Jasmine Cook,Jasmine,Cook,jasmine25@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,National City
14409,Eric Wang,Eric,Wang,eric32@adventure-works.com,M,Partial College,Professional,70000,4,United States,California,National City
14410,Arianna Brooks,Arianna,Brooks,arianna22@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,Newport Beach
14411,Ashley Johnson,Ashley,Johnson,ashley1@adventure-works.com,F,High School,Professional,70000,2,United States,Oregon,Lake Oswego
14412,Nicole Blue,Nicole,Blue,nicole51@adventure-works.com,F,High School,Professional,70000,2,United States,Oregon,Lebanon
14413,Rachel Patterson,Rachel,Patterson,rachel58@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Chula Vista
14414,Rachel Wilson,Rachel,Wilson,rachel9@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Coronado
14415,William Davis,William,Davis,william21@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Long Beach
14416,Madison Flores,Madison,Flores,madison48@adventure-works.com,F,High School,Professional,60000,3,Canada,British Columbia,Oak Bay
14417,Ernest Lu,Ernest,Lu,ernest11@adventure-works.com,M,High School,Professional,60000,3,United States,Washington,Bellingham
14418,Rebecca Young,Rebecca,Young,rebecca25@adventure-works.com,F,High School,Professional,60000,3,United States,Oregon,Lake Oswego
14419,Abigail Ward,Abigail,Ward,abigail17@adventure-works.com,F,Partial College,Professional,70000,4,United States,Oregon,Oregon City
14420,Chloe Wright,Chloe,Wright,chloe18@adventure-works.com,F,Partial College,Professional,70000,4,United States,Washington,Lynnwood
14421,Hannah Barnes,Hannah,Barnes,hannah26@adventure-works.com,F,Partial College,Professional,70000,5,United States,Oregon,Woodburn
14422,Cara Lu,Cara,Lu,cara7@adventure-works.com,F,Bachelors,Management,130000,2,Germany,Saarland,Stuttgart
14423,Jill Ruiz,Jill,Ruiz,jill9@adventure-works.com,F,Bachelors,Management,130000,2,United Kingdom,England,Cheltenham
14424,Stefanie Raman,Stefanie,Raman,stefanie9@adventure-works.com,F,Partial College,Professional,110000,2,France,Essonne,Verrieres Le Buisson
14425,Victor Carlson,Victor,Carlson,victor18@adventure-works.com,M,High School,Professional,120000,2,Germany,Hessen,Duesseldorf
14426,Madison Hughes,Madison,Hughes,madison47@adventure-works.com,F,Partial College,Professional,130000,2,Germany,Bayern,Erlangen
